FALSE,FALSE,0,0,클로버,행운을 불러온다.,1
FALSE,FALSE,0,0,하얀 실,무언가를 엮고 연결 하기 위해 존재 한다.,2
FALSE,FALSE,0,0,달걀,생명이 될지,3
FALSE,FALSE,0,0,모래 시계,시간은 절대적이며 모두에게 공평하다.,4
FALSE,FALSE,0,0,금괴,귀중한 것은 누구나 가지고 싶어 한다.,5
FALSE,FALSE,0,0,깃털,가볍고 부드럽다. 공기 저항을 자유자재로 이용 할 수 있을 것 같다.,6
FALSE,FALSE,0,0,딸기,달콤하고 새콤하며 아삭하고 부드럽다.,7
FALSE,FALSE,0,0,막대기,모든 물건의 기본이 되는 근본이다.,8
FALSE,TRUE,5,0,평범한 투구,평범하기 짝이 없다. 플라스틱으로 만든 장난감 같아 보인다.,9
FALSE,TRUE,5,0,망가진 총,총알 대신 다른 것을 발사 한다면 꽤나 쓸모가 있을지도 모르겠다.,10
FALSE,TRUE,5,0,도시락 상자,엘프는 음식과 거리가 멀기,11
FALSE,TRUE,5,0,무딘 검,.,12
FALSE,TRUE,5,0,오싹한 인형,.,13
FALSE,TRUE,5,0,레인보우 물약,.,14
FALSE,TRUE,5,0,잠겨있는 상자,열쇠가 필요하다.,15
FALSE,TRUE,5,0,빨간 리본,색이 참 예쁘다. 무언가를 매달 수 있을 것 같다.,16
TRUE,FALSE,0,0,행운목,.,17
TRUE,FALSE,0,0,네잎클로버 목걸이,.,18
TRUE,FALSE,0,0,행운석,.,19
TRUE,FALSE,0,0,그린포션,.,20
TRUE,FALSE,0,0,금화,금으로 만들어진 돈이 아니라 금꽃 이다.,21
TRUE,FALSE,0,0,깃털 모자,.,22
TRUE,FALSE,0,0,열매 화분,.,23
TRUE,FALSE,0,0,대파,원을 그리며 이리저리 돌려보고 싶게 생겼다. ,24
TRUE,FALSE,0,0,옷감,.,25
TRUE,FALSE,0,0,비밀 주머니,.,26
TRUE,FALSE,0,0,선물 상자,.,27
TRUE,FALSE,0,0,훈장,.,28
TRUE,FALSE,0,0,셔틀콕,.,29
TRUE,FALSE,0,0,사탕,.,30
TRUE,FALSE,0,0,낚시대,.,31
TRUE,FALSE,0,0,써니사이드업,.,32
TRUE,FALSE,0,0,치킨 팝,.,33
TRUE,FALSE,0,0,황금알,.,34
TRUE,FALSE,0,0,고글,.,35
TRUE,FALSE,0,0,딸기 쇼트 케이크,.,36
TRUE,FALSE,0,0,새총,.,37
TRUE,FALSE,0,0,위스키,.,38
TRUE,FALSE,0,0,샤프란,.,39
TRUE,FALSE,0,0,낡은 편지,.,40
TRUE,FALSE,0,0,파랗게 질린 딸기,.,41
TRUE,FALSE,0,0,장인의 리코더,.,42
TRUE,FALSE,0,0,골드몬드,.,43
TRUE,FALSE,0,0,금붕어,.,44
TRUE,FALSE,0,0,골드푸딩,.,45
TRUE,FALSE,0,0,금망치,.,46
TRUE,FALSE,0,0,날개,.,47
TRUE,FALSE,0,0,초경량포도,.,48
TRUE,FALSE,0,0,깃털 화살,.,49
TRUE,FALSE,0,0,과일 타르트,.,50
TRUE,FALSE,0,0,막대 사탕,.,51
TRUE,FALSE,0,0,나무 열쇠,.,52
TRUE,TRUE,0,0,용 투구,.,53
TRUE,TRUE,0,0,석궁,.,54
TRUE,TRUE,0,0,뮤직박스,.,55
TRUE,TRUE,0,0,매직스트로베리 소드,.,56
TRUE,TRUE,0,0,유령망토,.,57
TRUE,TRUE,0,0,무지개 부채,.,58
TRUE,TRUE,0,0,얇고 가벼운 금붙이,.,59
TRUE,TRUE,0,0,피피의 방울,.,60
